Name;qualifiedName;Lines;BlankLines;CodeLines;CommentLines;AverageLines;AverageCommentLines;AverageComplexity;MaximumComplexity;RatioComment/Code;usesClasses;usedbyClasses;ownedFunctions;
RGWMetadataHandlerPut_Bucket;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_bucket.cc.RGWArchiveBucketInstanceMetadataHandler.RGWArchiveBucketMetadataHandler.RGWBucketInstanceMetadataHandler.RGWMetadataHandlerPut_Bucket;59;9;49;1;9;0; 1; 2;0.02;[];[];[];
RGWMetadataHandlerPut_BucketInstance;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_bucket.cc.RGWArchiveBucketInstanceMetadataHandler.RGWArchiveBucketMetadataHandler.RGWBucketInstanceMetadataHandler.RGWMetadataHandlerPut_Bucket.RGWMetadataHandlerPut_BucketInstance;  105; 18;83;4; 18;0; 2; 7;0.05;[];[];[];
RGWMetadataHandlerPut_SObj;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_metadata.h.RGWMetadataHandler.RGWMetadataHandler_GenericMetaBE.RGWMetadataHandler_GenericMetaBE::Put.RGWMetadataHandlerPut_SObj;75; 11;63;2;8;0; 1; 5;0.03;[];[];[];
RGWMetadataLog;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_mdlog.h.RGWMetadataLog;92; 18;74;0;7;0; 1; 2;0.00;[];[];['~LogListCtx   ', '~RGWMetadataLog   ', '~RGWMetadataLogData   ', '~RGWMetadataLogHistory   ', '~RGWMetadataLogInfo   ', 'decode', 'decode', 'decode', 'encode', 'encode', 'get_completion   ', 'get_header   ', 'get_io_obj   ', 'get_shard_oid', 'LogListCtx   ', 'LogListCtx', 'LogListCtx', 'LogStatusDump', 'make_prefix', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'RGWMetadataLog', 'RGWMetadataLog', 'RGWMetadataLog', 'RGWMetadataLogData   ', 'RGWMetadataLogData', 'RGWMetadataLogData', 'RGWMetadataLogHistory', 'RGWMetadataLogHistory', 'RGWMetadataLogHistory   ', 'RGWMetadataLogInfo', 'RGWMetadataLogInfo', 'RGWMetadataLogInfo   ', 'RGWMetadataLogInfoCompletion', 'update_shards'];
RGWMetadataLogInfoCompletion;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_mdlog.h.RGWMetadataLog.RGWMetadataLogInfoCompletion;28;2;26;2;2;0; 1; 2;0.08;[];[];[];
RGWMetadataManager;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_metadata.h.RGWMetadataHandler.RGWMetadataHandler_GenericMetaBE.RGWMetadataHandler_GenericMetaBE::Put.RGWMetadataHandlerPut_SObj.RGWMetadataManager;  302; 56; 246;0; 15;0; 2; 8;0.00;[];[];[];
RGWMetadataObject;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_metadata.h.RGWMetadataHandler.RGWMetadataHandler_GenericMetaBE.RGWMetadataHandler_GenericMetaBE::Put.RGWMetadataHandlerPut_SObj.RGWMetadataManager.RGWMetadataObject;20;2;18;0;1;0; 1; 1;0.00;[];[];[];
RGWMetadataSearchOp;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_sync_module_es_rest.cc.RGWHandler_REST_MDSearch_S3.RGWMetadataSearch_ObjStore_S3.RGWMetadataSearchOp;  149; 24; 124;1; 18;0; 4;22;0.01;[];[];[];
RGWMetaNotifier;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rados.cc.RGWDataNotifier.RGWDataNotifierManager.RGWDataSyncProcessorThread.RGWGetExtraDataCB.RGWIndexCompletionManager.RGWIndexCompletionThread.RGWMetaNotifier;34;7;27;0;6;0; 1; 2;0.00;[];[];[];
RGWMetaNotifierManager;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rados.cc.RGWDataNotifier.RGWDataNotifierManager.RGWDataSyncProcessorThread.RGWGetExtraDataCB.RGWIndexCompletionManager.RGWIndexCompletionThread.RGWMetaNotifier.RGWMetaNotifierManager;26;4;22;0;9;0; 1; 1;0.00;[];[];[];
RGWMetaRemoveEntryCR;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_sync.cc.RGWAsyncMetaRemoveEntry.RGWAsyncMetaStoreEntry.RGWAsyncReadMDLogEntries.RGWCloneMetaLogCoroutine.RGWFetchAllMetaCR.RGWInitSyncStatusCoroutine.RGWListRemoteMDLogCR.RGWListRemoteMDLogShardCR.RGWMetaRemoveEntryCR;33;5;28;0;5;0; 1; 2;0.00;[];[];[];
RGWMetaSyncCR;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_sync.cc.RGWAsyncMetaRemoveEntry.RGWAsyncMetaStoreEntry.RGWAsyncReadMDLogEntries.RGWCloneMetaLogCoroutine.RGWFetchAllMetaCR.RGWInitSyncStatusCoroutine.RGWListRemoteMDLogCR.RGWListRemoteMDLogShardCR.RGWMetaRemoveEntryCR.RGWMetaStoreEntryCR.RGWMetaSyncCR;  125; 13;99; 16; 25;2; 1; 2;0.16;[];[];[];
RGWMetaSyncProcessorThread;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rados.cc.RGWDataNotifier.RGWDataNotifierManager.RGWDataSyncProcessorThread.RGWGetExtraDataCB.RGWIndexCompletionManager.RGWIndexCompletionThread.RGWMetaNotifier.RGWMetaNotifierManager.RGWMetaSyncProcessorThread;35;4;31;1;3;0; 1; 4;0.03;[];[];[];
RGWMetaSyncShardControlCR;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_sync.cc.RGWAsyncMetaRemoveEntry.RGWAsyncMetaStoreEntry.RGWAsyncReadMDLogEntries.RGWCloneMetaLogCoroutine.RGWFetchAllMetaCR.RGWInitSyncStatusCoroutine.RGWListRemoteMDLogCR.RGWListRemoteMDLogShardCR.RGWMetaRemoveEntryCR.RGWMetaStoreEntryCR.RGWMetaSyncCR.RGWMetaSyncShardControlCR;42;5;37;1;7;0; 1; 1;0.03;[];[];[];
RGWMetaSyncShardCR;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_sync.cc.RGWAsyncMetaRemoveEntry.RGWAsyncMetaStoreEntry.RGWAsyncReadMDLogEntries.RGWCloneMetaLogCoroutine.RGWFetchAllMetaCR.RGWInitSyncStatusCoroutine.RGWListRemoteMDLogCR.RGWListRemoteMDLogShardCR.RGWMetaRemoveEntryCR.RGWMetaStoreEntryCR.RGWMetaSyncCR.RGWMetaSyncShardControlCR.RGWMetaSyncShardCR;  463; 54; 368; 50; 57;6; 2;12;0.14;[];[];[];
RGWMetaSyncSingleEntryCR;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_sync.h.RGWBackoffControlCR.RGWLastCallerWinsCR.RGWMetaSyncSingleEntryCR;  125; 20; 102;2; 47;1; 1; 1;0.02;[];[];[];
RGWMetaSyncStatusManager;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_sync.h.RGWBackoffControlCR.RGWLastCallerWinsCR.RGWMetaSyncSingleEntryCR.RGWMetaSyncStatusManager;  115; 21;93;1;6;0; 2;16;0.01;[];[];[];
RGWModifyRole;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_role.h.RGWCreateRole.RGWDeleteRole.RGWDeleteRolePolicy.RGWGetRole.RGWGetRolePolicy.RGWListRolePolicies.RGWListRoles.RGWModifyRole;42;4;38;0;6;0; 2; 7;0.00;[];[];[];
RGWMovedPermanently;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_swift.cc.RGWGetErrorPage.RGWMovedPermanently;28;4;24;0;4;0; 1; 1;0.00;[];[];[];
RGWMultiCompleteUpload;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi.h.RGWMultiCompleteUpload;20;1;19;0;4;0; 1; 2;0.00;[];[];['~RGWMultiCompleteUpload   ', '~RGWMultiETag   ', '~RGWMultiPart   ', '~RGWMultiXMLParser   ', 'decode', 'decode', 'encode', 'operator=', 'operator=', 'operator=', 'operator=', 'RGWMultiCompleteUpload   ', 'RGWMultiCompleteUpload', 'RGWMultiETag   ', 'RGWMultiETag', 'RGWMultiPart   ', 'RGWMultiPart', 'RGWMultiPartNumber   ', 'RGWMultiPartNumber', 'RGWMultiXMLParser', 'RGWUploadPartInfo   ', 'RGWUploadPartInfo', 'RGWUploadPartInfo'];
RGWMultiDelDelete;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi_del.h.RGWMultiDelDelete;29;2;27;0;5;0; 1; 3;0.00;[];[];['~RGWMultiDelDelete   ', '~RGWMultiDelKey   ', '~RGWMultiDelObject   ', '~RGWMultiDelQuiet   ', '~RGWMultiDelVersionId   ', '~RGWMultiDelXMLParser   ', 'get_key   ', 'is_quiet   ', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'RGWMultiDelDelete   ', 'RGWMultiDelDelete', 'RGWMultiDelKey   ', 'RGWMultiDelKey', 'RGWMultiDelObject   ', 'RGWMultiDelObject', 'RGWMultiDelQuiet   ', 'RGWMultiDelQuiet', 'RGWMultiDelVersionId', 'RGWMultiDelXMLParser   ', 'RGWMultiDelXMLParser'];
RGWMultiDelKey;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi_del.h.RGWMultiDelDelete.RGWMultiDelKey; 6;0; 6;0;1;0; 1; 1;0.00;[];[];[];
RGWMultiDelObject;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi_del.h.RGWMultiDelDelete.RGWMultiDelKey.RGWMultiDelObject;32;6;26;0;4;0; 1; 4;0.00;[];[];[];
RGWMultiDelVersionId;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi_del.h.RGWMultiDelDelete.RGWMultiDelKey.RGWMultiDelObject.RGWMultiDelQuiet.RGWMultiDelVersionId; 6;0; 6;0;1;0; 1; 1;0.00;[];[];[];
RGWMultiDelXMLParser;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi_del.h.RGWMultiDelDelete.RGWMultiDelKey.RGWMultiDelObject.RGWMultiDelQuiet.RGWMultiDelVersionId.RGWMultiDelXMLParser;23;1;22;0;6;0; 2; 6;0.00;[];[];[];
RGWMultiETag;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi.h.RGWMultiCompleteUpload.RGWMultiETag; 6;0; 6;0;1;0; 1; 1;0.00;[];[];[];
RGWMultiPart;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi.h.RGWMultiCompleteUpload.RGWMultiETag.RGWMultiPart;31;6;25;0;4;0; 1; 3;0.00;[];[];[];
RGWMultiXMLParser;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_multi.h.RGWMultiCompleteUpload.RGWMultiETag.RGWMultiPart.RGWMultiPartNumber.RGWMultiXMLParser;22;1;21;0;5;0; 2; 5;0.00;[];[];[];
RGWNullFlusher;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_formats.h.RGWFormatter_Plain.RGWFormatterFlusher.RGWNullFlusher; 7;0; 7;0;1;0; 1; 1;0.00;[];[];[];
RGWObjectCtx;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rados.h.RGWFetchObjFilter.RGWFetchObjFilter_Default.RGWGetBucketStats_CB.RGWGetDataCB.RGWGetUserStats_CB.RGWObjectCtx;68;7;61;0;6;0; 1; 3;0.00;[];[];[];
RGWObjectExpirer;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_object_expirer_core.h.RGWObjectExpirer;  120; 20;91; 11; 13;1; 2; 8;0.12;[];[];['~OEWorker   ', '~RGWObjectExpirer   ', '~RGWObjExpStore   ', 'hint_add', 'OEWorker', 'OEWorker', 'operator=', 'operator=', 'RGWObjectExpirer', 'RGWObjExpStore', 'RGWObjExpStore', 'RGWObjExpStore'];
RGWObjectLegalHold;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_object_lock.h.DefaultRetention.ObjectLockRule.RGWObjectLegalHold;43;4;39;0;3;0; 1; 3;0.00;[];[];[];
RGWObjectLock;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_object_lock.h.DefaultRetention.ObjectLockRule.RGWObjectLegalHold.RGWObjectLock;85;9;73;3;5;0; 2; 4;0.04;[];[];[];
RGWObjectRetention;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_object_lock.h.DefaultRetention.ObjectLockRule.RGWObjectLegalHold.RGWObjectLock.RGWObjectRetention;60;7;53;0;4;0; 1; 3;0.00;[];[];[];
RGWObjExpStore;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_object_expirer_core.h.RGWObjectExpirer.RGWObjectExpirer::OEWorker.RGWObjExpStore;  111;9; 102;6; 21;0; 4; 6;0.06;[];[];[];
RGWObjManifest;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_obj_manifest.h.rgw_obj_select.RGWObjManifest;  603; 99; 490; 24; 11;0; 1;17;0.05;[];[];[];
RGWObjManifest::generator;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_obj_manifest.h.rgw_obj_select.RGWObjManifest.RGWObjManifest::generator;  118; 28;88;3; 15;0; 2; 7;0.03;[];[];[];
RGWObjManifest::obj_iterator;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_obj_manifest.h.rgw_obj_select.RGWObjManifest.RGWObjManifest::generator.RGWObjManifest::obj_iterator;  183; 34; 140; 14; 10;0; 2;17;0.10;[];[];[];
RGWObjTagEntry_S3;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_tag_s3.h.RGWObjTagEntry_S3;31;4;27;0;3;0; 1; 3;0.00;[];[];['~RGWObjTagEntry_S3   ', 'get_key   ', 'get_val   ', 'rebuild', 'RGWObjTagEntry_S3   ', 'RGWObjTagEntry_S3'];
RGWObjTags;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_tag.h.RGWObjTags;86;9;75;2;5;0; 1; 5;0.03;[];[];['decode', 'decode', 'empty   ', 'encode', 'encode', 'get_tags   ', 'RGWObjTags   ', 'RGWObjTags', 'RGWObjTags', 'RGWObjTags'];
RGWObjTagSet_S3;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_tag_s3.h.RGWObjTagEntry_S3.RGWObjTagging_S3.RGWObjTagSet_S3;37;3;34;0;9;0; 1; 1;0.00;[];[];[];
RGWOmapAppend;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_cr_rados.h.RGWAsyncFetchRemoteObj.RGWAsyncGetBucketInstanceInfo.RGWAsyncGetSystemObj.RGWAsyncLockSystemObj.RGWAsyncPutSystemObj.RGWAsyncPutSystemObjAttrs.RGWAsyncRadosProcessor.RGWAsyncRadosRequest.RGWAsyncRemoveObj.RGWAsyncStatObj.RGWAsyncStatRemoteObj.RGWAsyncUnlockSystemObj.RGWContinuousLeaseCR.RGWFetchRemoteObjCR.RGWGenericAsyncCR.RGWGenericAsyncCR::Action.RGWGenericAsyncCR::Request.RGWGetBucketInstanceInfoCR.RGWOmapAppend;93;7;85;1;9;0; 1; 3;0.01;[];[];[];
RGWOp;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_op.h.RGWAbortMultipart.RGWBulkDelete.RGWBulkDelete::Deleter.RGWBulkUploadOp.RGWBulkUploadOp::AlignedStreamGetter.RGWBulkUploadOp::DecoratedStreamGetter.RGWBulkUploadOp::fail_desc_t.RGWBulkUploadOp::StreamGetter.RGWCompleteMultipart.RGWConfigBucketMetaSearch.RGWCopyObj.RGWCreateBucket.RGWDefaultResponseOp.RGWDelBucketMetaSearch.RGWDeleteBucket.RGWDeleteBucketPolicy.RGWDeleteBucketPublicAccessBlock.RGWDeleteBucketReplication.RGWDeleteBucketTags.RGWDeleteBucketWebsite.RGWDeleteCORS.RGWDeleteLC.RGWDeleteMultiObj.RGWDeleteObj.RGWDeleteObjTags.RGWGetACLs.RGWGetBucketLocation.RGWGetBucketLogging.RGWGetBucketMetaSearch.RGWGetBucketObjectLock.RGWGetBucketPolicy.RGWGetBucketPolicyStatus.RGWGetBucketPublicAccessBlock.RGWGetBucketReplication.RGWGetBucketTags.RGWGetBucketVersioning.RGWGetBucketWebsite.RGWGetClusterStat.RGWGetCORS.RGWGetCrossDomainPolicy.RGWGetHealthCheck.RGWGetLC.RGWGetObj.RGWGetObj_CB.RGWGetObj_Filter.RGWGetObjLayout.RGWGetObjLegalHold.RGWGetObjRetention.RGWGetObjTags.RGWGetRequestPayment.RGWGetUsage.RGWHandler.RGWInfo.RGWInitMultipart.RGWListBucket.RGWListBucketMultiparts.RGWListBuckets.RGWListMultipart.RGWOp;84; 13;60; 11;2;0; 1; 3;0.18;[];[];[];
RGWOp_BILog_Info;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.h.RGWHandler_Log.RGWOp_BILog_Delete.RGWOp_BILog_Info;21;1;20;0;2;0; 1; 1;0.00;[];[];[];
RGWOp_BILog_List;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.h.RGWHandler_Log.RGWOp_BILog_Delete.RGWOp_BILog_Info.RGWOp_BILog_List;98; 14;84;1; 12;0; 4;20;0.01;[];[];[];
RGWOp_BILog_Status;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.cc.RGWOp_BILog_Status;  162; 22; 136;5; 31;1; 6;28;0.04;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '~RGWOp_BILog_Status   ', '~RGWOp_DATALog_Status   ', '~RGWOp_MDLog_Status   ', 'check_caps', 'check_caps', 'check_caps', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'name   ', 'name   ', 'name   ', 'op_delete   ', 'op_get   ', 'op_post   ', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'parse_date_str', 'RGWOp_BILog_Status   ', 'RGWOp_BILog_Status', 'RGWOp_BILog_Status', 'RGWOp_DATALog_Status   ', 'RGWOp_DATALog_Status', 'RGWOp_MDLog_Status   ', 'RGWOp_MDLog_Status', 'RGWOp_MDLog_Status', 'send_response   ', 'send_response   ', 'send_response', 'send_response   ', 'send_response   ', 'send_response   ', 'send_response   ', 'send_response   ', 'send_response   ', 'send_response   ', 'send_response_end   ', 'verify_permission   ', 'verify_permission   ', 'verify_permission   '];
RGWOp_Bucket_Info;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_bucket.cc.RGWOp_Bucket_Info;35; 11;24;0;6;0; 1; 1;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '~RGWOp_Bucket_Info   ', '~RGWOp_Bucket_Link   ', '~RGWOp_Bucket_Remove   ', '~RGWOp_Check_Bucket_Index   ', '~RGWOp_Get_Policy   ', '~RGWOp_Object_Remove   ', '~RGWOp_Set_Bucket_Quota   ', '~RGWOp_Sync_Bucket   ', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'op_delete   ', 'op_get   ', 'op_post   ', 'op_put   ', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'RGWOp_Bucket_Info   ', 'RGWOp_Bucket_Info', 'RGWOp_Bucket_Info', 'RGWOp_Bucket_Link   ', 'RGWOp_Bucket_Remove   ', 'RGWOp_Bucket_Remove', 'RGWOp_Bucket_Remove', 'RGWOp_Bucket_Unlink   ', 'RGWOp_Bucket_Unlink', 'RGWOp_Bucket_Unlink', 'RGWOp_Check_Bucket_Index', 'RGWOp_Check_Bucket_Index', 'RGWOp_Get_Policy   ', 'RGWOp_Get_Policy', 'RGWOp_Get_Policy', 'RGWOp_Object_Remove   ', 'RGWOp_Object_Remove', 'RGWOp_Object_Remove', 'RGWOp_Set_Bucket_Quota   ', 'RGWOp_Set_Bucket_Quota', 'RGWOp_Set_Bucket_Quota', 'RGWOp_Sync_Bucket   ', 'RGWOp_Sync_Bucket', 'RGWOp_Sync_Bucket'];
RGWOp_Bucket_Remove;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_bucket.cc.RGWOp_Bucket_Info.RGWOp_Bucket_Link.RGWOp_Bucket_Remove;36;8;28;0;7;0; 2; 6;0.00;[];[];[];
RGWOp_Bucket_Unlink;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_bucket.cc.RGWOp_Bucket_Info.RGWOp_Bucket_Link.RGWOp_Bucket_Remove.RGWOp_Bucket_Unlink;38;9;29;0;7;0; 2; 6;0.00;[];[];[];
RGWOp_Caps_Add;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_user.cc.RGWOp_Caps_Add;38;9;29;0;7;0; 2; 6;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '~RGWOp_Caps_Add   ', '~RGWOp_Caps_Remove   ', '~RGWOp_Key_Create   ', '~RGWOp_Quota_Set   ', '~RGWOp_Subuser_Create   ', '~RGWOp_Subuser_Remove   ', '~RGWOp_User_Create   ', '~RGWOp_User_Info   ', '~RGWOp_User_List   ', '~RGWOp_User_Modify   ', '~RGWOp_User_Remove   ', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'check_caps', 'decode_json', 'dump', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'execute   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'name   ', 'op_delete   ', 'op_get   ', 'op_post   ', 'op_put   ', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'RGWOp_Caps_Add   ', 'RGWOp_Caps_Add', 'RGWOp_Caps_Add', 'RGWOp_Caps_Remove   ', 'RGWOp_Caps_Remove', 'RGWOp_Caps_Remove', 'RGWOp_Key_Create   ', 'RGWOp_Key_Create', 'RGWOp_Key_Create', 'RGWOp_Key_Remove   ', 'RGWOp_Key_Remove', 'RGWOp_Key_Remove', 'RGWOp_Quota_Info   ', 'RGWOp_Quota_Info', 'RGWOp_Quota_Info', 'RGWOp_Quota_Set   ', 'RGWOp_Quota_Set', 'RGWOp_Quota_Set', 'RGWOp_Subuser_Create   ', 'RGWOp_Subuser_Create', 'RGWOp_Subuser_Create', 'RGWOp_Subuser_Modify   ', 'RGWOp_Subuser_Modify', 'RGWOp_Subuser_Modify', 'RGWOp_Subuser_Remove', 'RGWOp_User_Create   ', 'RGWOp_User_Create', 'RGWOp_User_Info   ', 'RGWOp_User_Info', 'RGWOp_User_Info', 'RGWOp_User_List   ', 'RGWOp_User_List', 'RGWOp_User_List', 'RGWOp_User_Modify   ', 'RGWOp_User_Modify', 'RGWOp_User_Modify', 'RGWOp_User_Remove   ', 'RGWOp_User_Remove', 'RGWOp_User_Remove', 'UserQuotas   ', 'UserQuotas', 'UserQuotas', 'UserQuotas'];
RGWOp_Caps_Remove;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_user.cc.RGWOp_Caps_Add.RGWOp_Caps_Remove;38;9;29;0;7;0; 2; 6;0.00;[];[];[];
RGWOp_DATALog_Delete;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.h.RGWHandler_Log.RGWOp_BILog_Delete.RGWOp_BILog_Info.RGWOp_BILog_List.RGWOp_DATALog_Delete;13;1;12;0;2;0; 1; 1;0.00;[];[];[];
RGWOp_DATALog_Info;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.h.RGWHandler_Log.RGWOp_BILog_Delete.RGWOp_BILog_Info.RGWOp_BILog_List.RGWOp_DATALog_Delete.RGWOp_DATALog_Info;18;1;17;0;2;0; 1; 1;0.00;[];[];[];
RGWOp_DATALog_List;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.h.RGWHandler_Log.RGWOp_BILog_Delete.RGWOp_BILog_Info.RGWOp_BILog_List.RGWOp_DATALog_Delete.RGWOp_DATALog_Info.RGWOp_DATALog_List;21;1;20;0;2;0; 1; 1;0.00;[];[];[];
RGWOp_DATALog_Notify;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.h.RGWHandler_Log.RGWOp_BILog_Delete.RGWOp_BILog_Info.RGWOp_BILog_List.RGWOp_DATALog_Delete.RGWOp_DATALog_Info.RGWOp_DATALog_List.RGWOp_DATALog_Notify;13;1;12;0;2;0; 1; 1;0.00;[];[];[];
RGWOp_DATALog_Status;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.cc.RGWOp_BILog_Status.RGWOp_DATALog_Status;35;1;34;0;5;0; 1; 4;0.00;[];[];[];
RGWOp_Get_Policy;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_bucket.cc.RGWOp_Bucket_Info.RGWOp_Bucket_Link.RGWOp_Bucket_Remove.RGWOp_Bucket_Unlink.RGWOp_Check_Bucket_Index.RGWOp_Get_Policy;28;8;20;0;5;0; 1; 1;0.00;[];[];[];
RGWOp_Key_Create;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_user.cc.RGWOp_Caps_Add.RGWOp_Caps_Remove.RGWOp_Key_Create;54; 13;41;0; 11;0; 2; 5;0.00;[];[];[];
RGWOp_Key_Remove;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_user.cc.RGWOp_Caps_Add.RGWOp_Caps_Remove.RGWOp_Key_Create.RGWOp_Key_Remove;45; 11;34;0;9;0; 1; 4;0.00;[];[];[];
RGWOp_MDLog_Info;sca.analysis.FileLevel.ceph-master.src.rgw.rgw_rest_log.h.RGWHandler_Log.RGWOp_BILog_Delete.RGWOp_BILog_Info.RGWOp_BILog_List.RGWOp_DATALog_Delete.RGWOp_DATALog_Info.RGWOp_DATALog_List.RGWOp_DATALog_Notify.RGWOp_DATALog_ShardInfo.RGWOp_MDLog_Delete.RGWOp_MDLog_Info;38;2;36;0;4;0; 1; 2;0.00;[];[];[];
