Name;qualifiedName;Lines;BlankLines;CodeLines;CommentLines;AverageLines;AverageCommentLines;AverageComplexity;MaximumComplexity;RatioComment/Code;usesClasses;usedbyClasses;ownedFunctions;
ceph::buffer::raw_char;sca.analysis.FileLevel.ceph-master.src.common.buffer.cc.ceph::buffer::raw_char;34;3;31;0;492; 41; 1; 2;0.00;[];[];['~raw_char   ', '~raw_claimed_char   ', '~raw_combined   ', '~raw_malloc   ', '~raw_posix_aligned   ', '~raw_static   ', 'append', 'append', 'append', 'append', 'append', 'append', 'append', 'append_hole', 'append_zero', 'append_zeros', 'c_str   ', 'c_str   ', 'c_str   ', 'claim', 'claim_append_piecewise', 'claim_buffer', 'claim_char', 'claim_malloc', 'clone   ', 'clone_empty   ', 'clone_empty   ', 'clone_empty   ', 'clone_empty   ', 'clone_empty   ', 'cmp', 'contents_equal', 'contents_equal', 'copy', 'copy', 'copy', 'copy', 'copy', 'copy_all', 'copy_in', 'copy_in', 'copy_out', 'copy_shallow', 'crc32c', 'create', 'create', 'create_aligned', 'create_aligned_in_mempool', 'create_hypercombined', 'create_in_mempool', 'create_malloc', 'create_page_aligned', 'create_static', 'decode_base64', 'dispose_if_hypercombined', 'do_writev', 'encode_base64', 'end_c_str   ', 'end_c_str   ', 'error_code', 'get_cached_crc   ', 'get_cached_crc_adjusted   ', 'get_current_ptr   ', 'get_mempool   ', 'get_missed_crc   ', 'get_ptr_and_advance', 'get_wasted_space   ', 'hexdump', 'invalidate_crc   ', 'is_aligned', 'is_contiguous   ', 'is_n_page_sized   ', 'is_page_aligned   ', 'is_pointing_same_raw', 'is_provided_buffer', 'is_zero   ', 'is_zero   ', 'iterator', 'iterator_impl', 'iterator_impl', 'obtain_contiguous_space', 'operator delete', 'operator delete', 'operator delete', 'operator delete', 'operator delete', 'operator delete[]', 'operator delete[]', 'operator delete[]', 'operator delete[]', 'operator new', 'operator new', 'operator new', 'operator new', 'operator new', 'operator new[]', 'operator new[]', 'operator new[]', 'operator new[]', 'operator new[]', 'operator*   ', 'operator++   ', 'operator+=', 'operator<<', 'operator<<', 'operator<<', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator[]', 'operator[]', 'operator[]', 'pread_file', 'prepend_zero', 'ptr', 'ptr', 'ptr', 'ptr', 'ptr', 'ptr', 'raw_c_str   ', 'raw_char', 'raw_char', 'raw_claim_buffer', 'raw_claim_buffer', 'raw_claimed_char', 'raw_claimed_char', 'raw_combined', 'raw_combined', 'raw_length   ', 'raw_malloc', 'raw_malloc', 'raw_malloc', 'raw_nref   ', 'raw_posix_aligned', 'raw_posix_aligned', 'raw_static', 'read_fd', 'read_file', 'reassign_to_mempool', 'rebuild   ', 'rebuild', 'rebuild_aligned', 'rebuild_aligned_size_and_memory', 'rebuild_page_aligned   ', 'refill_append_space', 'release   ', 'reserve', 'seek', 'splice', 'static_from_cstring', 'static_from_mem', 'substr_of', 'swap', 'swap', 'track_cached_crc', 'try_assign_to_mempool', 'try_assign_to_mempool', 'unused_tail_length   ', 'wasted   ', 'what   ', 'what   ', 'what   ', 'what   ', 'write', 'write_fd', 'write_fd', 'write_file', 'write_stream', 'zero', 'zero', 'zero   ', 'zero'];
ceph::buffer::raw_claim_buffer;sca.analysis.FileLevel.ceph-master.src.common.buffer.cc.ceph::buffer::raw_char.ceph::buffer::raw_claim_buffer;10;0;10;0;2;0; 1; 1;0.00;[];[];[];
ceph::buffer::raw_claimed_char;sca.analysis.FileLevel.ceph-master.src.common.buffer.cc.ceph::buffer::raw_char.ceph::buffer::raw_claim_buffer.ceph::buffer::raw_claimed_char;26;3;23;0;555; 46; 1; 2;0.00;[];[];[];
ceph::buffer::raw_malloc;sca.analysis.FileLevel.ceph-master.src.common.buffer.cc.ceph::buffer::raw_char.ceph::buffer::raw_claim_buffer.ceph::buffer::raw_claimed_char.ceph::buffer::raw_combined.ceph::buffer::raw_malloc;45;3;42;0;516; 42; 1; 4;0.00;[];[];[];
ceph::buffer::raw_posix_aligned;sca.analysis.FileLevel.ceph-master.src.common.buffer.cc.ceph::buffer::raw_char.ceph::buffer::raw_claim_buffer.ceph::buffer::raw_claimed_char.ceph::buffer::raw_combined.ceph::buffer::raw_malloc.ceph::buffer::raw_posix_aligned;44;3;37;1;581; 48; 1; 6;0.03;[];[];[];
ceph::buffer::raw_seastar_foreign_ptr;sca.analysis.FileLevel.ceph-master.src.common.buffer_seastar.cc.ceph::buffer::raw_seastar_foreign_ptr; 9;0; 9;0;2;0; 1; 1;0.00;[];[];['~raw_seastar_foreign_ptr   ', '~raw_seastar_local_ptr   ', '~raw_seastar_local_shared_ptr   ', 'clone_empty   ', 'clone_empty   ', 'clone_empty   ', 'create', 'create_foreign', 'get_ptr', 'get_ptr', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'raw_seastar_foreign_ptr', 'raw_seastar_foreign_ptr', 'raw_seastar_local_ptr', 'raw_seastar_local_ptr', 'raw_seastar_local_ptr', 'raw_seastar_local_shared_ptr', 'raw_seastar_local_shared_ptr', 'raw_seastar_local_shared_ptr'];
ceph::buffer::raw_seastar_local_ptr;sca.analysis.FileLevel.ceph-master.src.common.buffer_seastar.cc.ceph::buffer::raw_seastar_foreign_ptr.ceph::buffer::raw_seastar_local_ptr; 9;0; 9;0;2;0; 1; 1;0.00;[];[];[];
ceph::C_ContextCompletion;sca.analysis.FileLevel.ceph-master.src.common.ContextCompletion.h.ceph::C_ContextCompletion;15;2;13;0;4;0; 1; 1;0.00;[];[];['~C_ContextCompletion   ', '~ContextCompletion   ', 'C_ContextCompletion', 'finish'];
ceph::common::CephContext;sca.analysis.FileLevel.ceph-master.src.common.ceph_context.h.ceph::common::CephContext;  810; 92; 667; 56; 16;0; 2;35;0.08;[];[];['_set_module_type', '~ForkWatcher   ', 'CephContext', 'CephContext', 'get   ', 'get_heartbeat_map   ', 'get_plugin_registry   ', 'get_set_gid   ', 'get_set_gid_string   ', 'get_set_uid   ', 'get_set_uid_string   ', 'handle_post_fork   ', 'handle_pre_fork   ', 'operator=', 'operator=', 'operator=', 'random   ', 'register_fork_watcher', 'set_uid_gid', 'set_uid_gid_strings'];
ceph::common::CephContext::ForkWatcher;sca.analysis.FileLevel.ceph-master.src.common.ceph_context.h.ceph::common::CephContext.ceph::common::CephContext::ForkWatcher; 6;0; 6;0;1;0; 1; 1;0.00;[];[];[];
ceph::common::CephContextHook;sca.analysis.FileLevel.ceph-master.src.common.ceph_context.cc.ceph::common::CephContextHook;17;2;15;0;5;0; 2; 3;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '_do_command', '_enable_perf_counter   ', '~CephContext   ', '~CephContextHook   ', '~CephContextObs   ', '~CephContextServiceThread   ', '~LockdepObs   ', '~MempoolObs   ', 'call', 'call', 'CephContext', 'CephContextHook', 'CephContextHook', 'CephContextObs', 'CephContextObs', 'CephContextServiceThread', 'CephContextServiceThread', 'check_experimental_feature_enabled', 'check_experimental_feature_enabled', 'do_command', 'entry   ', 'exit_thread   ', 'get_admin_socket   ', 'get_crypto_handler', 'get_init_flags   ', 'get_module_type   ', 'get_perfcounters_collection   ', 'get_tracked_conf_keys   ', 'get_tracked_conf_keys   ', 'get_tracked_conf_keys   ', 'get_tracked_conf_keys   ', 'handle_conf_change', 'handle_conf_change', 'init_crypto   ', 'join_service_thread   ', 'LockdepObs', 'LockdepObs', 'LogObs', 'LogObs', 'MempoolObs', 'notify_post_fork   ', 'notify_pre_fork   ', 'operator=', 'operator=', 'operator=', 'operator=', 'put   ', 'reopen_logs   ', 'reopen_logs   ', 'set_init_flags', 'shutdown_crypto   ', 'start_service_thread   '];
ceph::common::CephContextServiceThread;sca.analysis.FileLevel.ceph-master.src.common.ceph_context.cc.ceph::common::CephContextHook.ceph::common::CephContextObs.ceph::common::CephContextServiceThread;61;9;51;1;9;0; 2; 6;0.02;[];[];[];
ceph::common::ConfigProxy;sca.analysis.FileLevel.ceph-master.src.common.config_proxy.h.ceph::common::ConfigProxy;  330; 19; 291; 15;5;0; 1; 4;0.05;[];[];['[unnamed]   ', '[unnamed]   ', '_clear_safe_to_start_threads   ', '_gather_changes', '~CallGate   ', 'call_all_observers   ', 'call_gate_close', 'call_gate_enter', 'call_gate_leave', 'CallGate   ', 'close   ', 'complain_about_parse_error', 'config_options', 'config_options', 'ConfigProxy', 'ConfigProxy', 'do_argv_commands   ', 'early_expand_meta', 'enter   ', 'finalize_reexpand_meta   ', 'find_option', 'get_all_sections', 'get_config_bl', 'get_config_values', 'get_defaults_bl', 'get_my_sections', 'get_osd_pool_default_min_size', 'get_schema', 'get_val', 'get_val', 'get_val_from_conf_file', 'has_parse_error   ', 'injectargs', 'leave   ', 'map_observer_changes', 'operator->   ', 'operator->   ', 'operator=', 'parse_argv', 'parse_config_files', 'parse_env', 'remove_observer', 'rm_val', 'set_mon_vals', 'set_safe_to_start_threads   ', 'set_val', 'set_val_or_die', 'show_config', 'show_config'];
ceph::common::ConfigProxy::CallGate;sca.analysis.FileLevel.ceph-master.src.common.config_proxy.h.ceph::common::ConfigProxy.ceph::common::ConfigProxy::CallGate;28;1;27;0;5;0; 2; 4;0.00;[];[];[];
ceph::common::intrusive_lru;sca.analysis.FileLevel.ceph-master.src.common.intrusive_lru.h.ceph::common::intrusive_lru;99; 11;83;5;1;0; 1; 1;0.06;[];[];['~intrusive_lru_base   ', 'access', 'evict   ', 'get_or_create', 'insert', 'operator', 'set_target_size', 'unreferenced'];
ceph::common::PerfCounters;sca.analysis.FileLevel.ceph-master.src.common.perf_counters.h.ceph::common::PerfCounters;  469; 40; 394; 11; 16;0; 4; 9;0.03;[];[];['~PerfGuard   ', 'avg_tracker   ', 'current_avg   ', 'dump_formatted', 'dump_formatted', 'dump_formatted_histograms', 'dump_formatted_histograms', 'get_adjusted_priority', 'operator', 'operator=', 'operator=', 'perf_counter_data_any_d   ', 'PerfCounters', 'PerfCountersBuilder', 'PerfCountersCollectionImpl', 'read_avg   ', 'reset   ', 'set_name', 'set_prio_adjust', 'set_prio_default'];
ceph::common::PerfCountersBuilder;sca.analysis.FileLevel.ceph-master.src.common.perf_counters.h.ceph::common::PerfCounters.ceph::common::PerfCountersBuilder;  155;6; 141;8;8;0; 1;10;0.06;[];[];[];
ceph::common::PerfCountersCollection;sca.analysis.FileLevel.ceph-master.src.common.perf_counters_collection.h.ceph::common::PerfCountersCollection;69;4;64;1;5;0; 1; 1;0.02;[];[];['PerfCountersCollection', 'PerfCountersDeleter   ', 'PerfCountersDeleter'];
ceph::common::PerfCountersCollectionImpl;sca.analysis.FileLevel.ceph-master.src.common.perf_counters.h.ceph::common::PerfCounters.ceph::common::PerfCountersBuilder.ceph::common::PerfCountersCollectionImpl;  146; 18; 123;5; 12;0; 1; 2;0.04;[];[];[];
ceph::common::PerfCountersDeleter;sca.analysis.FileLevel.ceph-master.src.common.perf_counters_collection.h.ceph::common::PerfCountersCollection.ceph::common::PerfCountersDeleter;14;1;13;0;2;0; 1; 2;0.00;[];[];[];
ceph::common::PerfGuard;sca.analysis.FileLevel.ceph-master.src.common.perf_counters.h.ceph::common::PerfCounters.ceph::common::PerfCountersBuilder.ceph::common::PerfCountersCollectionImpl.ceph::common::PerfCountersCollectionImpl::PerfCounterRef.ceph::common::PerfGuard;17;2;15;0;4;0; 1; 1;0.00;[];[];[];
ceph::common::RefCountedObject;sca.analysis.FileLevel.ceph-master.src.common.RefCountedObj.h.ceph::common::RefCountedObject;69;6;58;1;4;0; 1; 5;0.02;[];[];['~RefCountedCond   ', '~RefCountedObjectSafe   ', '~RefCountedWaitObject   ', 'done', 'done   ', 'get   ', 'get   ', 'get   ', 'get   ', 'get_nref   ', 'intrusive_ptr_add_ref', 'intrusive_ptr_release', 'operator=', 'operator=', 'put   ', 'put_wait   ', 'RefCountedCond   ', 'RefCountedCond', 'RefCountedObject   ', 'RefCountedObject', 'RefCountedObject', 'RefCountedObjectSafe', 'RefCountedWaitObject   ', 'set_cct', 'wait   '];
ceph::common::RefCountedObjectSafe;sca.analysis.FileLevel.ceph-master.src.common.RefCountedObj.h.ceph::common::RefCountedObject.ceph::common::RefCountedObjectSafe;10;0;10;0;1;0; 1; 1;0.00;[];[];[];
ceph::common::stringify_visitor;sca.analysis.FileLevel.ceph-master.src.common.cmdparse.cc.ceph::common::stringify_visitor;11;0;11;0;1;0; 1; 1;0.00;[];[];['[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '[unnamed]   ', '~stringify_visitor   ', 'cmddesc_get_args', 'cmddesc_get_prefix', 'cmddesc_get_prenautilus_compat', 'cmdmap_dump', 'cmdmap_from_json', 'dump_cmd_and_help_to_json', 'dump_cmd_to_json', 'dump_cmddesc_to_json', 'dump_visitor', 'operator', 'operator', 'operator', 'operator', 'operator', 'operator', 'operator', 'parse_osd_id', 'parse_pos_long', 'stringify_visitor   ', 'stringify_visitor', 'validate_str_arg'];
ceph::CompressionPlugin;sca.analysis.FileLevel.ceph-master.src.compressor.CompressionPlugin.h.ceph::CompressionPlugin;15;4;11;0;1;0; 1; 1;0.00;[];[];['~CompressionPlugin   ', 'CompressionPlugin', 'CompressionPlugin', 'factory', 'operator='];
ceph::condition_variable_debug;sca.analysis.FileLevel.ceph-master.src.common.condition_variable_debug.h.ceph::condition_variable_debug;68;3;65;0;3;0; 1; 2;0.00;[];[];['condition_variable_debug'];
ceph::containers::tiny_vector;sca.analysis.FileLevel.ceph-master.src.common.containers.h.ceph::containers::tiny_vector;  135; 15;77; 43;1;0; 1; 1;0.56;[];[];['~tiny_vector   ', 'begin   ', 'begin   ', 'cbegin   ', 'cend   ', 'data   ', 'emplacer', 'end   ', 'end   ', 'operator[]', 'operator[]', 'size   '];
ceph::ContextCompletion;sca.analysis.FileLevel.ceph-master.src.common.ContextCompletion.h.ceph::C_ContextCompletion.ceph::ContextCompletion;54;4;50;0;9;0; 1; 3;0.00;[];[];[];
ceph::copyable_sstream;sca.analysis.FileLevel.ceph-master.src.common.Formatter.h.ceph::copyable_sstream;11;0;11;0;2;0; 1; 1;0.00;[];[];['~ArraySection   ', '~JSONFormatter   ', '~ObjectSection   ', '~TableFormatter   ', '~XMLFormatter   ', 'ArraySection', 'ArraySection', 'close_section   ', 'copyable_sstream   ', 'copyable_sstream', 'create', 'create', 'dump_bool', 'dump_float', 'dump_format_va', 'dump_int', 'dump_stream', 'dump_string', 'dump_string_with_attrs', 'dump_unsigned', 'enable_line_break   ', 'enable_line_break   ', 'enable_line_break   ', 'enable_line_break   ', 'Formatter', 'get_external_feature_handler', 'get_len   ', 'handle_close_section   ', 'handle_open_section', 'handle_value', 'json_formatter_stack_entry_d   ', 'JSONFormatter', 'JSONFormatter', 'ObjectSection', 'ObjectSection', 'open_array_section', 'open_array_section_in_ns', 'open_array_section_with_attrs', 'open_object_section', 'open_object_section_in_ns', 'open_object_section_with_attrs', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'output_footer   ', 'output_footer   ', 'output_header   ', 'output_header   ', 'output_header   ', 'reset   ', 'set_status', 'set_status', 'set_status', 'TableFormatter', 'TableFormatter', 'write_raw_data', 'XMLFormatter', 'XMLFormatter'];
ceph::crush::CrushLocation;sca.analysis.FileLevel.ceph-master.src.crush.CrushLocation.h.ceph::crush::CrushLocation;  127; 10; 115;4; 18;0; 5;17;0.03;[];[];['CrushLocation'];
ceph::crypto::DigestException;sca.analysis.FileLevel.ceph-master.src.common.ceph_crypto.h.ceph::crypto::DigestException; 6;0; 6;0;2;0; 1; 1;0.00;[];[];['~DigestException   ', '~HMAC   ', '~HMACSHA1   ', '~HMACSHA256   ', '~SHA1   ', '~SHA256   ', '~SHA512   ', 'assert_init   ', 'DigestException', 'DigestException', 'DigestException', 'EVP_md5   ', 'EVP_sha1   ', 'EVP_sha256   ', 'EVP_sha512   ', 'Final', 'HMAC', 'HMAC', 'HMACSHA1', 'HMACSHA1', 'HMACSHA1', 'HMACSHA256', 'HMACSHA256', 'MD5', 'MD5', 'OpenSSLDigest', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'Restart   ', 'SHA1   ', 'SHA1', 'SHA1', 'SHA256   ', 'SHA256', 'SHA256', 'SHA512   ', 'SHA512', 'SHA512', 'Update'];
ceph::crypto::onwire::RxHandler;sca.analysis.FileLevel.ceph-master.src.msg.async.crypto_onwire.h.ceph::crypto::onwire::RxHandler;27;4;12; 11;0;0; 0; 0;0.92;[];[];['~MsgAuthError   ', '~RxHandler   ', '~TxHandler   ', 'authenticated_decrypt_update', 'authenticated_decrypt_update_final', 'authenticated_encrypt_update', 'calculate_segment_size', 'get_extra_size_at_final   ', 'operator=', 'operator=', 'operator=', 'operator=', 'reset_rx_handler   ', 'reset_tx_handler'];
ceph::crypto::ssl::HMAC;sca.analysis.FileLevel.ceph-master.src.common.ceph_crypto.h.ceph::crypto::DigestException.ceph::crypto::ssl::HMAC;42;2;38;2;6;0; 2; 3;0.05;[];[];[];
ceph::crypto::ssl::MD5;sca.analysis.FileLevel.ceph-master.src.common.ceph_crypto.h.ceph::crypto::DigestException.ceph::crypto::ssl::HMAC.ceph::crypto::ssl::MD5; 5;0; 5;0;1;0; 1; 1;0.00;[];[];[];
ceph::crypto::ssl::OpenSSLDigest;sca.analysis.FileLevel.ceph-master.src.common.ceph_crypto.h.ceph::crypto::DigestException.ceph::crypto::ssl::HMAC.ceph::crypto::ssl::MD5.ceph::crypto::ssl::OpenSSLDigest;31;0;31;0;4;0; 1; 2;0.00;[];[];[];
ceph::crypto::ssl::SHA256;sca.analysis.FileLevel.ceph-master.src.common.ceph_crypto.h.ceph::crypto::DigestException.ceph::crypto::ssl::HMAC.ceph::crypto::ssl::MD5.ceph::crypto::ssl::OpenSSLDigest.ceph::crypto::ssl::SHA1.ceph::crypto::ssl::SHA256; 5;0; 5;0;1;0; 1; 1;0.00;[];[];[];
ceph::crypto::ssl::SHA512;sca.analysis.FileLevel.ceph-master.src.common.ceph_crypto.h.ceph::crypto::DigestException.ceph::crypto::ssl::HMAC.ceph::crypto::ssl::MD5.ceph::crypto::ssl::OpenSSLDigest.ceph::crypto::ssl::SHA1.ceph::crypto::ssl::SHA256.ceph::crypto::ssl::SHA512; 5;0; 5;0;1;0; 1; 1;0.00;[];[];[];
ceph::DNSResolver;sca.analysis.FileLevel.ceph-master.src.common.dns_resolve.h.ceph::DNSResolver;  385; 51; 226; 43; 30;0; 6;22;0.19;[];[];['~ResolvHWrapper   ', 'DNSResolver   ', 'DNSResolver', 'get_instance', 'operator=', 'operator=', 'ResolvHWrapper   ', 'ResolvHWrapper', 'srv_protocol_to_str'];
ceph::ErasureCode;sca.analysis.FileLevel.ceph-master.src.erasure-code.ErasureCode.h.ceph::ErasureCode;  400; 33; 366;1; 12;0; 1; 7;0.00;[];[];['_decode', '_minimum_to_decode', '~ErasureCode   ', 'decode_chunks', 'decode_concat', 'encode_chunks', 'encode_prepare', 'get_coding_chunk_count   ', 'get_profile   ', 'get_sub_chunk_count   ', 'minimum_to_decode', 'minimum_to_decode_with_cost', 'operator='];
ceph::ErasureCodePlugin;sca.analysis.FileLevel.ceph-master.src.erasure-code.ErasureCodePlugin.h.ceph::ErasureCodePlugin;13;2;11;0;1;0; 1; 1;0.00;[];[];['ErasureCodePlugin   ', 'ErasureCodePluginRegistry', 'factory', 'instance   ', 'operator='];
ceph::ErasureCodePluginRegistry;sca.analysis.FileLevel.ceph-master.src.erasure-code.ErasureCodePlugin.h.ceph::ErasureCodePlugin.ceph::ErasureCodePluginRegistry;  183; 15; 168;0; 16;0; 3; 9;0.00;[];[];[];
ceph::Formatter;sca.analysis.FileLevel.ceph-master.src.common.Formatter.h.ceph::copyable_sstream.ceph::Formatter;  157; 10; 146;1;5;0; 1; 1;0.01;[];[];[];
ceph::Formatter::ArraySection;sca.analysis.FileLevel.ceph-master.src.common.Formatter.h.ceph::copyable_sstream.ceph::Formatter.ceph::Formatter::ArraySection;14;1;13;0;3;0; 1; 1;0.00;[];[];[];
ceph::HeartbeatMap;sca.analysis.FileLevel.ceph-master.src.common.HeartbeatMap.h.ceph::HeartbeatMap;  181; 14; 160;7; 12;0; 3; 9;0.04;[];[];['~heartbeat_handle_d   ', 'heartbeat_handle_d', 'heartbeat_handle_d', 'heartbeat_handle_d', 'HeartbeatMap', 'operator='];
ceph::HTMLFormatter;sca.analysis.FileLevel.ceph-master.src.common.HTMLFormatter.h.ceph::HTMLFormatter;  130;6; 123;1;8;0; 1; 3;0.01;[];[];['HTMLFormatter', 'operator='];
ceph::immutable_obj_cache::CacheClient;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.CacheClient.h.ceph::immutable_obj_cache::CacheClient;  443; 45; 380; 18; 18;0; 5;30;0.05;[];[];['CacheClient', 'operator='];
ceph::immutable_obj_cache::CacheController;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.CacheController.h.ceph::immutable_obj_cache::CacheController;  122; 16; 103;3; 14;0; 5;10;0.03;[];[];['CacheController   ', 'CacheController'];
ceph::immutable_obj_cache::CacheSession;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.CacheSession.h.ceph::immutable_obj_cache::CacheSession;  126;8; 118;0;8;0; 2; 5;0.00;[];[];['CacheSession'];
ceph::immutable_obj_cache::MockCacheClient;sca.analysis.FileLevel.ceph-master.src.test.immutable_object_cache.MockCacheDaemon.h.ceph::immutable_obj_cache::MockCacheClient;19;0;18;1;3;0; 1; 1;0.06;[];[];['lookup_object', 'MOCK_METHOD0', 'MOCK_METHOD0', 'MOCK_METHOD0', 'MOCK_METHOD0', 'MOCK_METHOD1', 'MOCK_METHOD1', 'MOCK_METHOD4', 'MockCacheClient', 'MockCacheServer'];
ceph::immutable_obj_cache::MockCacheServer;sca.analysis.FileLevel.ceph-master.src.test.immutable_object_cache.MockCacheDaemon.h.ceph::immutable_obj_cache::MockCacheClient.ceph::immutable_obj_cache::MockCacheServer; 9;0; 9;0;3;0; 1; 1;0.00;[];[];[];
ceph::immutable_obj_cache::ObjectCacheReadData;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.Types.h.ceph::immutable_obj_cache::ObjectCacheReadData;48;0;48;0;4;0; 1; 1;0.00;[];[];['decode_payload', 'encode_payload   ', 'get_header_size   ', 'get_payload_bufferlist   ', 'get_request_type   ', 'get_request_type   ', 'get_request_type   ', 'get_request_type   ', 'get_request_type   ', 'ObjectCacheReadData', 'ObjectCacheReadRadosData', 'ObjectCacheReadReplyData', 'ObjectCacheRegData', 'ObjectCacheRequest', 'operator=', 'operator=', 'operator=', 'operator=', 'operator=', 'payload_empty   ', 'payload_empty   ', 'payload_empty   ', 'payload_empty   ', 'payload_empty   '];
ceph::immutable_obj_cache::ObjectCacheReadReplyData;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.Types.h.ceph::immutable_obj_cache::ObjectCacheReadData.ceph::immutable_obj_cache::ObjectCacheReadRadosData.ceph::immutable_obj_cache::ObjectCacheReadReplyData;23;0;23;0;2;0; 1; 1;0.00;[];[];[];
ceph::immutable_obj_cache::ObjectCacheRegData;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.Types.h.ceph::immutable_obj_cache::ObjectCacheReadData.ceph::immutable_obj_cache::ObjectCacheReadRadosData.ceph::immutable_obj_cache::ObjectCacheReadReplyData.ceph::immutable_obj_cache::ObjectCacheRegData;16;0;16;0;1;0; 1; 1;0.00;[];[];[];
ceph::immutable_obj_cache::ObjectCacheRegReplyData;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.Types.h.ceph::immutable_obj_cache::ObjectCacheReadData.ceph::immutable_obj_cache::ObjectCacheReadRadosData.ceph::immutable_obj_cache::ObjectCacheReadReplyData.ceph::immutable_obj_cache::ObjectCacheRegData.ceph::immutable_obj_cache::ObjectCacheRegReplyData;16;0;16;0;1;0; 1; 1;0.00;[];[];[];
ceph::immutable_obj_cache::ObjectCacheRequest;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.Types.h.ceph::immutable_obj_cache::ObjectCacheReadData.ceph::immutable_obj_cache::ObjectCacheReadRadosData.ceph::immutable_obj_cache::ObjectCacheReadReplyData.ceph::immutable_obj_cache::ObjectCacheRegData.ceph::immutable_obj_cache::ObjectCacheRegReplyData.ceph::immutable_obj_cache::ObjectCacheRequest;49;5;40;4;4;0; 2; 4;0.10;[];[];[];
ceph::immutable_obj_cache::Policy;sca.analysis.FileLevel.ceph-master.src.tools.immutable_object_cache.Policy.h.ceph::immutable_obj_cache::Policy;11;0;11;0;1;0; 1; 1;0.00;[];[];['~Policy   ', 'evict_entry', 'get_evict_list', 'get_status', 'lookup_object', 'operator=', 'Policy   ', 'Policy'];
